player,date,team,opponent,points,assists,rebounds,fantasy_points,minutes,trend_phase,games_in_trend,dip_type,fantasy_points_roll_3,fantasy_points_pct_drop,cycle_performance_score,days_in_cycle,percent_drop_from_avg
Dearica Hamby,2024-08-25,LAS,DAL,21,5,3,32.0,28.866666666666667,Trough,1,unknown,27.333333333333332,0.20772946859903385,0.014492753623188406,18,20.8
A'ja Wilson,2024-08-25,LVA,CHI,20,2,18,50.0,32.766666666666666,Trough,1,unknown,39.333333333333336,0.21786150357578926,-0.005756148613291492,19,21.8
Kate Martin,2024-08-25,LVA,CHI,0,0,0,0.0,2.55,Trough,4,cycle,0.0,1.0,-1.0,15,100.0
Tiffany Hayes,2024-08-25,LVA,CHI,6,2,5,13.0,14.1,Stable,1,none,16.666666666666668,0.04347826086956522,-0.25391304347826094,25,4.3
Stephanie Talbot,2024-08-25,LAS,DAL,6,2,3,13.0,23.95,Stable,2,none,15.666666666666666,-0.47497879558948264,0.08269720101781176,18,-47.5
Li Yueru,2024-08-25,LAS,DAL,8,0,3,11.0,20.316666666666663,Peak,1,none,15.333333333333334,-0.4530340814630092,-0.2418952618453865,18,-45.3
Kalani Brown,2024-08-25,DAL,LAS,0,0,0,2.0,1.4666666666666668,Trough,2,cycle,6.0,0.46938775510204084,-0.6904761904761905,18,46.9
Alysha Clark,2024-08-25,LVA,CHI,7,0,2,18.0,22.7,Ascending,1,none,15.666666666666666,-0.06214689265536719,0.22033898305084745,19,-6.2
Crystal Dangerfield,2024-08-25,LAS,DAL,0,3,0,3.0,8.7,Stable,3,none,8.666666666666666,-0.13043478260869554,-0.41304347826086957,18,-13.0
Teaira McCowan,2024-08-25,DAL,LAS,17,1,11,33.0,27.133333333333333,Stable,1,none,22.666666666666668,0.08865979381443295,0.16597938144329893,18,8.9
Jackie Young,2024-08-25,LVA,CHI,2,1,2,5.0,28.2,Trough,1,cycle,24.666666666666668,0.17105661519830456,-0.8319709355131698,19,17.1
Satou Sabally,2024-08-25,DAL,LAS,19,3,5,32.0,35.733333333333334,Stable,4,none,34.0,0.04135338345864667,0.0,0,4.1
Moriah Jefferson,2024-08-25,CHI,LVA,0,2,1,5.0,5.983333333333333,Stable,1,none,4.0,-0.022222222222222206,0.0,0,-2.2
Kelsey Plum,2024-08-25,LVA,CHI,18,5,5,29.0,38.38333333333333,Recovery,1,none,26.0,0.10181818181818177,0.00181818181818187,19,10.2
Angel Reese,2024-08-25,CHI,LVA,11,1,22,38.0,36.78333333333333,Peak,1,none,40.0,-0.24314442413162696,-0.0054844606946984455,18,-24.3
Odyssey Sims,2024-08-25,LAS,DAL,26,10,3,40.0,31.3,Stable,1,none,22.0,0.0671378091872791,0.0,0,6.7
Megan Gustafson,2024-08-25,LVA,CHI,13,0,4,20.0,22.866666666666667,Peak,1,none,10.333333333333334,-0.39739027283511286,1.704626334519573,19,-39.7
Azurá Stevens,2024-08-25,LAS,DAL,15,3,3,30.0,30.816666666666663,Ascending,1,none,25.666666666666668,-0.09686609686609698,0.0,0,-9.7
Maddy Siegrist,2024-08-25,DAL,LAS,6,0,1,11.0,11.666666666666666,Trough,1,unknown,6.666666666666667,0.5734597156398104,0.0,0,57.3
Dana Evans,2024-08-25,CHI,LVA,0,0,1,1.0,6.533333333333333,Trough,3,cycle,2.0,0.8497109826589595,-0.8872832369942196,18,85.0
Natasha Howard,2024-08-25,DAL,LAS,30,0,7,38.0,33.63333333333333,Stable,3,none,33.666666666666664,-0.063157894736842,0.0,0,-6.3
Lindsay Allen,2024-08-25,CHI,LVA,16,5,3,25.0,34.016666666666666,Stable,1,none,19.666666666666668,-0.3265879707700957,1.0236087689713322,18,-32.7
Rae Burrell,2024-08-25,LAS,DAL,2,0,1,3.0,3.35,Trough,1,cycle,8.666666666666666,0.26113671274961603,-0.7442396313364056,18,26.1
Stephanie Soares,2024-08-25,DAL,LAS,0,0,2,2.0,3.466666666666667,Recovery,1,none,0.6666666666666666,0.8576051779935274,0.0,0,85.8
Chennedy Carter,2024-08-25,CHI,LVA,25,3,5,38.0,29.683333333333334,Peak,1,none,31.666666666666668,-0.1754780652418449,0.18785151856018006,18,-17.5
Chelsea Gray,2024-08-25,LVA,CHI,11,7,8,31.0,28.75,Stable,1,none,21.0,0.015624999999999944,0.0,0,1.6
Kiah Stokes,2024-08-25,LVA,CHI,0,1,0,3.0,9.683333333333334,Trough,4,cycle,1.3333333333333333,0.8645833333333333,-0.6953125,19,86.5
Kamilla Cardoso,2024-08-25,CHI,LVA,8,3,12,33.0,31.83333333333333,Stable,1,none,26.333333333333332,-0.12806782686300752,0.028112449799196786,1,-12.8
Rachel Banham,2024-08-25,CHI,LVA,0,1,2,3.0,12.75,Trough,1,cycle,7.666666666666667,0.28547439126784213,-0.7670025188916877,19,28.5
Kia Nurse,2024-08-25,LAS,DAL,7,2,2,12.0,16.133333333333333,Descending,1,cycle,11.0,0.14230019493177384,0.16959064327485388,18,14.2
Dorka Juhász,2024-08-24,MIN,IND,0,0,1,3.0,4.85,Trough,2,cycle,3.0,0.7411167512690355,-0.7411167512690355,7,74.1
Tyasha Harris,2024-08-24,CON,NYL,5,1,1,7.0,15.95,Descending,1,cycle,18.333333333333332,0.06167979002624686,-0.641732283464567,18,6.2
Courtney Williams,2024-08-24,MIN,IND,10,6,4,20.0,28.216666666666665,Stable,2,none,29.333333333333332,-0.1985018726591759,-0.18283963227783456,18,-19.9
Diamond Miller,2024-08-24,MIN,IND,0,1,0,1.0,2.65,Trough,1,unknown,1.6666666666666667,0.7348484848484848,0.0,0,73.5
Kayla Thornton,2024-08-24,NYL,CON,0,1,4,5.0,23.35,Stable,2,none,17.0,-0.44067796610169485,-0.576271186440678,18,-44.1
Sabrina Ionescu,2024-08-24,NYL,CON,12,3,3,22.0,28.183333333333334,Descending,1,cycle,30.666666666666668,0.1063394683026585,-0.35889570552147243,18,10.6
Veronica Burton,2024-08-24,CON,NYL,2,2,2,6.0,24.05,Recovery,1,none,4.333333333333333,0.46903820816864306,-0.26482213438735186,21,46.9
NaLyssa Smith,2024-08-24,IND,MIN,2,0,3,7.0,10.0,Trough,1,unknown,14.666666666666666,0.34814814814814815,-0.022222222222222223,18,34.8
Courtney Vandersloot,2024-08-24,NYL,CON,7,5,3,20.0,23.78333333333333,Peak,1,none,24.0,-0.41714285714285726,0.18095238095238106,18,-41.7
Bridget Carleton,2024-08-24,MIN,IND,16,4,4,32.0,29.383333333333333,Stable,1,none,21.333333333333332,-0.039999999999999855,0.5599999999999998,18,-4.0
Kayla McBride,2024-08-24,MIN,IND,19,4,3,30.0,30.1,Stable,1,none,23.666666666666668,0.09421000981354263,0.14818449460255154,18,9.4
Alanna Smith,2024-08-24,MIN,IND,0,5,4,13.0,27.4,Stable,1,none,25.0,0.029850746268656747,-0.4955223880597015,18,3.0
Ivana Dojkić,2024-08-24,NYL,CON,0,0,0,0.0,4.5,Trough,2,unknown,4.0,0.3696969696969697,0.0,0,37.0
DeWanna Bonner,2024-08-24,CON,NYL,10,3,12,29.0,35.15,Recovery,1,none,24.666666666666668,0.12296296296296293,0.03111111111111111,18,12.3
Olivia Nelson-Ododa,2024-08-24,CON,NYL,12,0,4,20.0,15.083333333333334,Peak,1,none,9.666666666666666,-0.20833333333333326,1.5,18,-20.8
Aliyah Boston,2024-08-24,IND,MIN,10,1,15,30.0,36.46666666666667,Stable,3,none,30.333333333333332,0.0021929824561403434,-0.01315789473684206,18,0.2
Kennedy Burke,2024-08-24,NYL,CON,3,1,2,8.0,14.2,Stable,4,none,11.333333333333334,-0.4028230184581976,-0.009771986970684097,18,-40.3
Temi Fágbénlé,2024-08-24,IND,MIN,4,0,5,9.0,16.183333333333334,Trough,1,unknown,11.666666666666666,0.19287211740041935,0.0,0,19.3
Natisha Hiedeman,2024-08-24,MIN,IND,10,0,3,15.0,13.916666666666666,Stable,1,none,13.666666666666666,-0.21481481481481476,0.3333333333333333,18,-21.5
Jaylyn Sherrod,2024-08-24,NYL,CON,0,0,0,0.0,0.55,Stable,1,none,4.333333333333333,-0.17117117117117103,0.0,0,-17.1
Kelsey Mitchell,2024-08-24,IND,MIN,21,3,4,34.0,34.416666666666664,Peak,2,none,41.0,-0.47217235188509865,0.05924596050269294,18,-47.2
Brionna Jones,2024-08-24,CON,NYL,11,0,6,19.0,24.85,Stable,5,none,23.666666666666668,0.02405498281786937,-0.21649484536082475,18,2.4
Marquesha Davis,2024-08-24,NYL,CON,0,0,0,0.0,0.4833333333333333,Stable,1,none,1.6666666666666667,0.3197278911564626,0.0,0,32.0
Breanna Stewart,2024-08-24,NYL,CON,15,4,15,45.0,31.65,Ascending,1,none,42.333333333333336,-0.06959219858156028,0.13696808510638292,18,-7.0
Napheesa Collier,2024-08-24,MIN,IND,31,1,5,42.0,35.15,Stable,1,none,46.0,-0.12034383954154719,0.02292263610315178,18,-12.0
DiJonai Carrington,2024-08-24,CON,NYL,13,2,3,24.0,29.116666666666667,Stable,1,none,23.0,0.04064171122994653,0.0010695187165775362,18,4.1
Cecilia Zandalasini,2024-08-24,MIN,IND,0,2,1,7.0,8.383333333333333,Recovery,1,none,7.333333333333333,0.16429249762583104,-0.20227920227920232,18,16.4
Caitlin Clark,2024-08-24,IND,MIN,23,8,5,41.0,38.0,Stable,1,none,45.0,-0.11455108359133127,-0.13312693498452013,18,-11.5
Nyara Sabally,2024-08-24,NYL,CON,3,0,4,11.0,11.55,Stable,1,none,12.0,0.06024096385542175,0.0,0,6.0
Erica Wheeler,2024-08-24,IND,MIN,2,1,0,3.0,7.583333333333333,Recovery,3,none,5.666666666666667,0.3115264797507787,-0.6962616822429907,18,31.2
Jonquel Jones,2024-08-24,NYL,CON,10,2,8,23.0,28.466666666666665,Stable,1,none,32.333333333333336,-0.01041666666666674,-0.28125,18,-1.0
Marina Mabrey,2024-08-24,CON,NYL,15,4,6,29.0,26.48333333333333,Stable,1,none,25.666666666666668,0.09465020576131687,0.04056437389770718,17,9.5
Leonie Fiebich,2024-08-24,NYL,CON,14,3,5,26.0,33.333333333333336,Peak,2,none,22.333333333333332,-0.48148148148148145,0.724709784411277,18,-48.1
Myisha Hines-Allen,2024-08-24,MIN,IND,4,4,2,16.0,19.95,Recovery,1,none,10.666666666666666,0.37254901960784315,0.14705882352941177,18,37.3
Alyssa Thomas,2024-08-24,CON,NYL,4,8,3,17.0,29.316666666666663,Stable,1,none,32.666666666666664,-0.056319051468606746,-0.45028294260307195,18,-5.6
Katie Lou Samuelson,2024-08-24,IND,MIN,0,1,2,3.0,14.333333333333334,Trough,1,cycle,7.666666666666667,0.2333333333333333,-0.3,18,23.3
Damiris Dantas,2024-08-24,IND,MIN,8,2,4,14.0,17.35,Peak,2,none,13.0,-0.46892655367231645,0.0,0,-46.9
Lexie Hull,2024-08-24,IND,MIN,10,0,2,14.0,25.666666666666668,Peak,2,none,19.0,-0.5950617283950617,0.1753086419753086,16,-59.5
Monique Billings,2024-08-23,PHO,ATL,5,1,6,12.0,18.216666666666665,Stable,1,none,17.666666666666668,-0.0293963254593177,-0.24251968503937005,13,-2.9
Sydney Colson,2024-08-23,LVA,MIN,0,0,0,0.0,2.1333333333333333,Trough,1,cycle,3.0,0.4655172413793104,-1.0,17,46.6
Naz Hillmon,2024-08-23,ATL,PHO,4,0,5,11.0,26.7,Stable,1,none,15.0,-0.08499095840867998,-0.18022905364677508,16,-8.5
Lindsay Allen,2024-08-23,CHI,CON,14,6,1,27.0,30.366666666666667,Peak,1,none,20.666666666666668,-0.39404159640247344,0.8212478920741991,16,-39.4
Moriah Jefferson,2024-08-23,CHI,CON,0,0,0,0.0,3.45,Descending,1,unknown,3.6666666666666665,0.06296296296296301,0.0,0,6.3
Angel Reese,2024-08-23,CHI,CON,13,3,20,40.0,36.96666666666667,Ascending,2,none,36.666666666666664,-0.1395490554539913,0.24314442413162696,16,-14.0
Aaliyah Edwards,2024-08-23,WAS,LAS,6,1,4,15.0,20.28333333333333,Trough,1,cycle,14.666666666666666,0.17027176927343318,-0.20798668885191346,17,17.0
Haley Jones,2024-08-23,ATL,PHO,0,1,1,2.0,2.6333333333333333,Recovery,1,none,4.0,0.5822454308093995,0.2880765883376851,16,58.2
Alysha Clark,2024-08-23,LVA,MIN,3,4,4,14.0,25.683333333333334,Recovery,2,none,12.333333333333334,0.16384180790960448,0.0847457627118644,17,16.4
Kelsey Plum,2024-08-23,LVA,MIN,11,3,0,20.0,34.18333333333333,Stable,1,none,25.333333333333332,0.12484848484848485,-0.11909090909090904,17,12.5
Zia Cooke,2024-08-23,LAS,WAS,7,0,0,7.0,6.6,Recovery,1,none,4.666666666666667,0.21772639691714835,0.17341040462427743,16,21.8
Jackie Young,2024-08-23,LVA,MIN,12,3,2,27.0,35.11666666666667,Ascending,1,none,31.666666666666668,-0.06418407508325764,-0.059037238873751174,17,-6.4
Sug Sutton,2024-08-23,WAS,LAS,0,0,0,0.0,4.666666666666667,Trough,1,cycle,2.3333333333333335,0.6633499170812603,-0.32669983416252074,17,66.3
Natisha Hiedeman,2024-08-23,MIN,LVA,12,2,3,20.0,15.316666666666666,Peak,1,none,14.333333333333334,-0.27407407407407414,0.5111111111111111,17,-27.4
Isabelle Harrison,2024-08-23,CHI,CON,0,0,2,2.0,6.183333333333334,Descending,1,cycle,12.333333333333334,0.05330490405117272,-0.8464818763326226,3,5.3
Natasha Mack,2024-08-23,PHO,ATL,2,0,4,8.0,6.466666666666667,Trough,1,cycle,11.333333333333334,0.1666666666666666,0.12745098039215694,17,16.7
Nia Coffey,2024-08-23,ATL,PHO,2,1,2,9.0,13.3,Recovery,1,none,5.333333333333333,0.4155251141552512,0.0958904109589041,16,41.6
Natasha Cloud,2024-08-23,PHO,ATL,4,7,5,18.0,29.58333333333333,Trough,1,cycle,18.333333333333332,0.3383982272871162,-0.24216524216524213,17,33.8
Napheesa Collier,2024-08-23,MIN,LVA,27,5,18,56.0,37.8,Ascending,1,none,46.333333333333336,-0.12846227316141354,0.05945558739255006,17,-12.8
Alyssa Thomas,2024-08-23,CON,CHI,12,11,9,42.0,37.55,Peak,2,none,37.333333333333336,-0.2072217731069793,0.2611156022635408,17,-20.7
Laeticia Amihere,2024-08-23,ATL,PHO,0,0,0,0.0,0.0166666666666666,Stable,1,none,6.0,-0.7288135593220338,0.0,0,-72.9
Jordin Canada,2024-08-23,ATL,PHO,13,6,2,30.0,30.95,Peak,1,none,30.0,-0.23456790123456786,0.0,0,-23.5
A'ja Wilson,2024-08-23,LVA,MIN,24,3,7,34.0,32.93333333333333,Descending,2,cycle,43.0,0.1449502878074307,-0.16483516483516486,17,14.5
Myisha Hines-Allen,2024-08-23,MIN,LVA,0,0,0,0.0,3.45,Trough,2,cycle,7.0,0.5882352941176471,-0.35294117647058826,17,58.8
Dorka Juhász,2024-08-23,MIN,LVA,0,1,1,2.0,6.116666666666666,Trough,1,cycle,8.0,0.3096446700507614,-0.13705583756345174,6,31.0
Emily Engstler,2024-08-23,WAS,LAS,9,0,4,14.0,11.266666666666667,Recovery,1,none,6.666666666666667,0.5601374570446734,-0.07628865979381444,12,56.0
Tyasha Harris,2024-08-23,CON,CHI,6,2,1,18.0,30.383333333333333,Stable,1,none,22.0,-0.12598425196850385,-0.07874015748031504,17,-12.6
Shakira Austin,2024-08-23,WAS,LAS,14,2,11,35.0,20.58333333333333,Peak,2,none,36.0,-0.5052264808362369,0.0,0,-50.5
Megan Gustafson,2024-08-23,LVA,MIN,5,0,0,6.0,9.3,Recovery,1,none,6.0,0.1886120996441281,-0.053380782918149426,17,18.9
Diamond DeShields,2024-08-23,CHI,CON,0,1,1,2.0,6.016666666666667,Trough,1,cycle,2.0,0.7845117845117845,-0.7845117845117845,16,78.5
Chelsea Gray,2024-08-23,LVA,MIN,7,3,2,12.0,23.83333333333333,Trough,1,unknown,16.666666666666668,0.2187499999999999,0.0,0,21.9
Kate Martin,2024-08-23,LVA,MIN,0,0,0,0.0,2.75,Trough,3,cycle,0.3333333333333333,0.9491778774289985,-0.390134529147982,13,94.9
Stephanie Talbot,2024-08-23,LAS,WAS,6,3,5,20.0,27.183333333333334,Stable,1,none,15.666666666666666,-0.47497879558948264,0.5534351145038169,16,-47.5
Brittney Griner,2024-08-23,PHO,ATL,22,6,6,42.0,33.38333333333333,Ascending,1,none,33.0,-0.06109324758842439,0.25401929260450157,21,-6.1
Li Yueru,2024-08-23,LAS,WAS,4,0,4,12.0,18.58333333333333,Stable,1,none,14.333333333333334,-0.35827098919368255,-0.09975062344139649,16,-35.8
Lorela Cubaj,2024-08-23,ATL,PHO,2,0,1,3.0,5.933333333333334,Peak,1,none,5.0,-0.2612612612612612,-0.24324324324324326,5,-26.1
Kamilla Cardoso,2024-08-23,CHI,CON,18,2,6,28.0,36.85,Peak,1,none,28.0,-0.1994645247657296,0.1994645247657296,27,-19.9
Michaela Onyenwere,2024-08-23,CHI,CON,5,1,3,19.0,29.65,Ascending,1,none,13.666666666666666,-0.13888888888888884,0.5833333333333334,16,-13.9
Cecilia Zandalasini,2024-08-23,MIN,LVA,4,1,0,5.0,8.733333333333333,Stable,1,none,5.333333333333333,0.39221272554605896,0.5384615384615384,17,39.2
DeWanna Bonner,2024-08-23,CON,CHI,15,3,8,30.0,34.016666666666666,Descending,1,cycle,24.0,0.14666666666666667,-0.13481481481481486,17,14.7
Marina Mabrey,2024-08-23,CON,CHI,24,1,3,35.0,24.516666666666666,Recovery,1,none,23.666666666666668,0.16519694297472076,0.23456790123456783,16,16.5
DiJonai Carrington,2024-08-23,CON,CHI,7,0,3,18.0,24.383333333333333,Trough,1,cycle,18.0,0.24919786096256685,-0.15187165775401074,17,24.9
Sophie Cunningham,2024-08-23,PHO,ATL,6,3,8,21.0,32.916666666666664,Ascending,1,none,20.0,-0.08108108108108109,0.09909909909909903,17,-8.1
Shatori Walker-Kimbrough,2024-08-23,WAS,LAS,2,1,2,9.0,15.8,Recovery,1,none,10.0,0.33110367892976583,-0.26421404682274247,17,33.1
Rae Burrell,2024-08-23,LAS,WAS,8,1,4,15.0,13.533333333333331,Stable,1,none,11.333333333333334,0.03379416282642085,0.10829493087557603,16,3.4
Olivia Nelson-Ododa,2024-08-23,CON,CHI,4,0,2,6.0,7.216666666666667,Descending,1,unknown,7.333333333333333,0.08333333333333337,-0.08333333333333337,17,8.3
Kiah Stokes,2024-08-23,LVA,MIN,0,0,1,1.0,11.65,Trough,3,cycle,3.0,0.6953125,-0.44140625000000006,17,69.5
Chennedy Carter,2024-08-23,CHI,CON,19,4,6,29.0,26.78333333333333,Descending,1,unknown,24.666666666666668,0.0843644544431945,0.07649043869516317,16,8.4
Azurá Stevens,2024-08-23,LAS,WAS,9,3,9,26.0,23.85,Recovery,2,none,17.666666666666668,0.24501424501424493,0.0,0,24.5
Courtney Williams,2024-08-23,MIN,LVA,13,4,7,25.0,22.266666666666666,Stable,1,none,30.333333333333332,-0.23935989104528418,0.04187946884576092,17,-23.9
Tiffany Hayes,2024-08-23,LVA,MIN,12,1,1,17.0,22.416666666666668,Ascending,1,none,19.333333333333332,-0.10956521739130419,-0.0243478260869566,23,-11.0
Rickea Jackson,2024-08-23,LAS,WAS,17,1,3,24.0,33.266666666666666,Ascending,2,none,24.666666666666668,-0.12890922959572843,0.14416475972540038,16,-12.9
Allisha Gray,2024-08-23,ATL,PHO,22,3,7,41.0,36.31666666666667,Ascending,1,none,30.0,-0.07623318385650224,0.27952167414050816,16,-7.6
Crystal Dangerfield,2024-08-23,LAS,WAS,2,5,2,17.0,16.45,Stable,2,none,15.0,-0.9565217391304347,0.6956521739130435,16,-95.7
Tina Charles,2024-08-23,ATL,PHO,14,4,13,35.0,34.083333333333336,Peak,1,none,36.0,-0.2030848329048843,-0.053127677806341096,16,-20.3
Veronica Burton,2024-08-23,CON,CHI,2,0,0,2.0,9.166666666666666,Trough,1,cycle,3.6666666666666665,0.5507246376811595,-0.2035573122529645,20,55.1
Rachel Banham,2024-08-23,CHI,CON,9,1,3,16.0,17.55,Peak,1,none,14.333333333333334,-0.3358522250209908,-0.03694374475230894,17,-33.6
Maya Caldwell,2024-08-23,ATL,PHO,7,1,1,10.0,19.966666666666665,Recovery,2,none,7.666666666666667,0.2571059431524548,0.0,0,25.7
Dana Evans,2024-08-23,CHI,CON,2,0,0,2.0,6.183333333333334,Trough,2,cycle,5.666666666666667,0.5741811175337187,-0.8497109826589595,16,57.4
Brittney Sykes,2024-08-23,WAS,LAS,28,5,6,44.0,31.666666666666668,Peak,1,none,30.333333333333332,-0.33170731707317064,0.0,0,-33.2
Stefanie Dolson,2024-08-23,WAS,LAS,1,8,3,16.0,27.866666666666667,Stable,2,none,23.333333333333332,-0.11519607843137247,-0.4742647058823529,17,-11.5
Rhyne Howard,2024-08-23,ATL,PHO,16,3,4,28.0,30.116666666666667,Trough,1,cycle,26.666666666666668,0.1752577319587629,-0.16494845360824748,16,17.5
Jade Melbourne,2024-08-23,WAS,LAS,1,2,1,6.0,17.5,Trough,1,unknown,8.666666666666666,0.17988064791133856,0.04092071611253188,12,18.0
Odyssey Sims,2024-08-23,LAS,WAS,9,5,0,15.0,23.55,Recovery,1,none,13.666666666666666,0.4204946996466431,0.0,0,42.0
Kahleah Copper,2024-08-23,PHO,ATL,16,1,5,24.0,36.06666666666667,Trough,1,cycle,23.333333333333332,0.2602113681805199,-0.12282205084261635,17,26.0
Ariel Atkins,2024-08-23,WAS,LAS,15,0,4,30.0,29.83333333333333,Ascending,1,none,30.0,-0.10395584176632931,0.10395584176632931,17,-10.4
Diana Taurasi,2024-08-23,PHO,ATL,18,5,2,30.0,31.85,Stable,1,none,24.333333333333332,0.07497360084477307,0.10242872228088694,17,7.5
Dearica Hamby,2024-08-23,LAS,WAS,9,0,10,23.0,25.716666666666665,Recovery,1,none,28.0,0.18840579710144928,-0.014492753623188406,16,18.8
Diamond Miller,2024-08-23,MIN,LVA,2,0,0,2.0,7.716666666666667,Descending,1,unknown,5.666666666666667,0.09848484848484843,0.0,0,9.8
Julie Vanloo,2024-08-23,WAS,LAS,4,4,1,11.0,20.53333333333333,Recovery,1,none,10.333333333333334,0.35817805383022777,-0.13043478260869573,17,35.8
Kia Nurse,2024-08-23,LAS,WAS,3,0,0,6.0,11.266666666666667,Stable,1,none,13.0,-0.013645224171540018,0.09161793372319695,16,-1.4
Bridget Carleton,2024-08-23,MIN,LVA,2,3,1,12.0,33.68333333333333,Recovery,1,none,18.333333333333332,0.10625000000000014,-0.34187500000000004,17,10.6
Brionna Jones,2024-08-23,CON,CHI,12,1,4,21.0,32.78333333333333,Stable,4,none,27.0,-0.1134020618556701,-0.13402061855670103,17,-11.3
Kayla McBride,2024-08-23,MIN,LVA,12,2,0,25.0,32.28333333333333,Trough,1,cycle,21.0,0.19627085377821393,-0.23454367026496564,17,19.6
Alanna Smith,2024-08-23,MIN,LVA,15,4,7,37.0,32.65,Ascending,1,none,27.333333333333332,-0.06069651741293525,0.08656716417910444,17,-6.1
Celeste Taylor,2024-08-23,PHO,ATL,9,0,0,10.0,11.533333333333331,Trough,2,unknown,4.0,0.4823529411764706,0.0,0,48.2
Arike Ogunbowale,2024-08-22,DAL,NYL,19,8,6,43.0,40.0,Descending,1,unknown,36.333333333333336,0.08504528385244083,0.08283631544068923,15,8.5
Teaira McCowan,2024-08-22,DAL,NYL,14,0,8,24.0,18.5,Recovery,1,none,22.0,0.11546391752577322,0.06546391752577317,15,11.5
Jacy Sheldon,2024-08-22,DAL,NYL,8,2,2,12.0,37.48333333333333,Stable,2,none,15.333333333333334,-0.2315930388219546,-0.036144578313252955,15,-23.2
Satou Sabally,2024-08-22,DAL,NYL,10,5,7,24.0,35.916666666666664,Stable,3,none,37.333333333333336,-0.05263157894736843,0.0,0,-5.3
Jaylyn Sherrod,2024-08-22,NYL,DAL,4,2,1,11.0,9.75,Peak,1,none,5.666666666666667,-0.5315315315315315,0.0,0,-53.2
Maddy Siegrist,2024-08-22,DAL,NYL,2,0,1,3.0,6.666666666666667,Descending,1,unknown,13.333333333333334,0.14691943127962082,0.0,0,14.7
Nyara Sabally,2024-08-22,NYL,DAL,0,0,6,12.0,18.133333333333333,Trough,1,unknown,9.333333333333334,0.26907630522088355,0.0,0,26.9
Courtney Vandersloot,2024-08-22,NYL,DAL,5,6,5,18.0,26.35,Stable,1,none,21.0,-0.24000000000000013,-0.2619047619047618,16,-24.0
Sevgi Uzun,2024-08-22,DAL,NYL,0,0,0,0.0,2.5166666666666666,Stable,1,none,2.6666666666666665,0.7754385964912281,-0.4666666666666667,15,77.5
Breanna Stewart,2024-08-22,NYL,DAL,19,6,7,38.0,34.81666666666667,Stable,2,none,39.0,0.014627659574468141,-0.254654255319149,16,1.5
Jonquel Jones,2024-08-22,NYL,DAL,13,1,13,30.0,29.25,Ascending,2,none,36.0,-0.125,-0.078125,16,-12.5
Ivana Dojkić,2024-08-22,NYL,DAL,0,0,0,0.0,5.833333333333333,Trough,1,unknown,4.333333333333333,0.31717171717171716,0.0,0,31.7
Jaelyn Brown,2024-08-22,DAL,NYL,0,0,2,2.0,11.216666666666669,Trough,2,unknown,1.6666666666666667,0.7286821705426356,0.0,0,72.9
Kayla Thornton,2024-08-22,NYL,DAL,16,2,5,27.0,31.383333333333333,Stable,1,none,21.333333333333332,-0.8079096045197738,0.35593220338983045,16,-80.8
Kalani Brown,2024-08-22,DAL,NYL,2,0,4,6.0,15.183333333333334,Trough,1,unknown,9.333333333333334,0.1746031746031746,0.09070294784580497,15,17.5
Leonie Fiebich,2024-08-22,NYL,DAL,16,3,7,34.0,28.816666666666663,Peak,1,none,22.0,-0.4593698175787729,0.35986733001658383,16,-45.9
Kennedy Burke,2024-08-22,NYL,DAL,6,1,2,9.0,15.7,Stable,3,none,11.333333333333334,-0.4028230184581976,-0.19543973941368084,16,-40.3
Natasha Howard,2024-08-22,DAL,NYL,16,2,8,34.0,32.516666666666666,Stable,2,none,34.0,-0.07368421052631575,0.0,0,-7.4
Rhyne Howard,2024-08-21,ATL,PHO,19,3,2,30.0,34.06666666666667,Ascending,2,none,35.0,-0.08247422680412363,-0.0876288659793815,14,-8.2
Natisha Hiedeman,2024-08-21,MIN,LVA,2,3,1,6.0,10.233333333333333,Descending,1,cycle,10.666666666666666,0.051851851851851906,-0.6444444444444445,15,5.2
Kahleah Copper,2024-08-21,PHO,ATL,22,2,6,32.0,33.766666666666666,Stable,2,none,32.0,-0.014567266495287067,0.06212510711225365,15,-1.5
Kelsey Plum,2024-08-21,LVA,MIN,20,2,5,29.0,31.816666666666663,Recovery,1,none,25.333333333333332,0.12484848484848485,-0.11909090909090904,15,12.5
Alanna Smith,2024-08-21,MIN,LVA,10,3,4,25.0,23.83333333333333,Descending,1,cycle,23.0,0.1074626865671642,-0.1074626865671642,15,10.7
